item_id,company_name,name,title_bloomberg,title
7396,"Brisa Bridgestone Sabanci Lastik San.  ","Resat Oruc",,"Finance and Budget Director, Investor Relations Director"
7448,"brookfield property partners","Matthew P. Cherry  ","Vice President, Investor Relations and Communications ",
7501,"Banco BTG Pactual SA  ","Joao Marcello Dantas Leite",,"Investor Relations Officer, Member of the Executive Board"
7504,"BTS Group Holdings PCL  ","Daniel Ross",,"Managing Director of Finance, Investor Relations Contact Officer"
7514,"Bufab Holding AB  ","Boel Sundvall",,"Communications and Investor Relations Director"
7525,"Buildmax Ltd  ","Gillian Hope Miller",,"Group Company Secretary, Investor Relations and Corporate Affairs"
7547,"Burcelik Bursa Celik Dokum Sanayii A.S.  ","Meryem Gundogdu",,"Financial and Administrative Affairs Group Leader, Director of Investor Relations"
7549,"Burcon NutraScience Corporation  ","Jade Cheng","Chief Financial Officer, Senior Vice President of Corporate Development, Senior Vice President of Investor Relation and Treasurer ","Chief Financial Officer, Treasurer"
7594,"Buzzi Unicem SpA  ","Agostino Pieressa",,"Investor Relations Officer"
7632,"c.j. gelatine products ltd","Jaspal   Singh  ","Joint Managing Director, Director and Member of Share Transfer & Investor Relation Committee ",
7659,"caci international inc -cl a","J. Phillip London Ph.D.","Executive Chairman, Chairman of Executive Committee, Chairman of Investor Relations Committee, Member of Strategic Assessment Committee and Member of Security & Risk Assessment Committee ",
7670,"cadiz inc","Courtney   Degener  ","Investor Relations Manager",
7715,"Calgon Carbon Corporation  ","Gail A. Gerono",,"Vice President - Investor Relations and Communications"
7789,"SandRidge Energy Inc.  ","Duane M. Grubert",,"Executive Vice President - Investor Relations and Strategy"
7801,"Campine NV  ","Geert Krekel","Managing Director, General Manager of Antimony, Compliance Officer, Director, Member of Strategy Committee and President of Board of Campine Recycling NV ","Managing Director, Executive Director, Director of Investor Relations"
7809,"Canacol Energy Ltd.  ","Kevin Flick",,"Vice President - Capital Markets and Investor Relations"
7849,"Canarc Resource Corp.  ","Gregg Wilson",,"Vice President - Investor Relations"
7888,"canoe mining ventures corp","Luke André Vigeant  ","Manager of Investor Relations and Grants Options ",
7913,"cape plc","Rachel   Amey  ","Director of Investor Relations",
7967,"CapMan Oyj  ","Jerome Bouix","Head of Business Development & Investor Relations and Senior Partner ","Head of Sales, Marketing, Investor Relations and Communications, Member of the Company�s Management Group"
7982,"Capstone Infrastructure Corporation  ","Aaron Boles",,"Vice President - Communications and Investor Relations"
7983,"Capstone Mining Corp  ","Cindy L. Burnett",,"Vice President - Investor Relations and communications"
7984,"capstone therapeutics corp","Karen   Struck  ","Investor Relations Professional ",
8174,"Cast SA  ","Alexandre Rerolle",,"Deputy Chief Executive Officer - Finance, Investor Relations Contact Officer"
8180,"castle brands inc","Amelia M. Gary  ","Vice President of Investor Relations, Vice President of Investor Relations of Castle Brands (USA) Corp and Vice President of Corporate Affairs of Castle Brands (USA) Corp ",
8197,"catalyst copper corp","Letitia   Cornacchia  ","Vice President of Investor Relations & Corporate Communications ",
8291,"CDL Hospitality Trusts  ","Siang Twang Ho",,"Head - Investments and Investor Relations of the Manager"
8291,"CDL Hospitality Trusts  ","Mandy Koo","Vice President of Investments & Investor Relations of M&C REIT Management Limited ","Manager - Investments and Investor Relations of the Manager"
8332,"Celebi Hava Servisi A.S.  ","Deniz Bal","Head of Investor Relations, Financial Affairs Director and Budget & Finance Manager","Financial Affairs Manager"
8346,"Celladon Corp  ","Fredrik Wiklund",,"Vice President - Corporate Development and Investor Relations"
8355,"Cellectar Biosciences Inc  ","Kathryn M. McNeil",,"Vice President - Investor Relations, Public Relations and Corporate Communications"
8370,"Celsion Corporation  ","Jeffrey W. Church CPA",,"Chief Financial Officer, Senior Vice President - Corporate Strategy and Investor Relations"
8382,"Cementir Holding SpA  ","Massimo Sala","Chief Financial Officer and Head of Investor Relations ","Chief Financial Officer, Financial Reporting Officer, Head of Investor Relations"
8414,"Centrais Eletricas Brasileiras SA  ","Armando Casado de Araujo",,"Chief Financial and Investor Relations Officer, Member of the Executive Board"
8415,"Centrais Eletricas de Santa Catarina SA  ","Jose Carlos Oneda",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
8415,"Centrais Eletricas de Santa Catarina SA  ","Andre Luiz de Rezende",,"Investor Relations Officer, Holding Control and New Business Officer, Member of the Executive Board"
8427,"Central European Media Enterprises Ltd.  ","Mark Kobal",,"Head of Investor Relations"
8454,"Centrale del Latte di Torino & C. SpA  ","Vittorio Vaudagnotti",,"Director of Administration and Finance, Financial Reporting Officer, Director of Investor Relations"
8534,"CESP - Companhia Energetica de Sao Paulo  ","Almir Fernando Martins",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
8669,"charter hall group","Kylie   Ramsden  ","Head of Listed Investor Relations ",
8725,"Chemtura Corp  ","Dalip Puri",,"Vice President - Investor Relations, Treasurer"
8792,"Cheviot Company Ltd.  ","Aditya Banerjee","Compliance Officer and Company Secretary ","Chief Investor Relations Officer, Compliance Officer, Company Secretary"
9083,"china lotsynergy hldg ltd","Ming   Chong  ","Vice President and Director of Investor Relations ",
9086,"china m161 network co","Garland E. Harris  ","Investor Relations Executive",
9376,"ChipMOS Technologies Inc  ","Shoukang Chen","Chief Financial Officer, Investor Relations Officer, Director and Head of the Finance Division -Chipmos Taiwan ","Deputy General Manager, Head of Finance and Accounting"
9459,"chr hansen holding a/s","Anders Mohr Christensen  ","Head of Investor Relations and Senior Director ",
9540,"Cia Hering  ","Frederico de Aguiar Oldani","Chief Financial Officer, Investor Relations Officer and Member of Executive Board ","Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
9581,"Cincinnati Bell Inc.  ","Joshua T. Duckworth",,"Vice President - Investor Relations, Chief Accounting Officer, Controller"
9582,"cincinnati financial corp","Dennis E. McDaniel CPCU,CPA, CFM,CMA","Investor Relations Officer, Vice President and Vice President of The Cincinnati Insurance Company ",
9729,"claude resources inc","Marc   Lepage  ","Manager of Investor Relations",
9741,"clean power concepts inc","Jillian   Gawley  ","Director of Investor Relations ",
9797,"Cloetta AB  ","Jacob Broberg",,"Senior Vice President Corporate Communications and Investor Relations"
9850,"Ireit Global  ","Boon Poh Choo",,"Chief Financial Officer and Head of Investor Relations of IREIT Global Group Pte. Ltd."
9850,"cna group ltd","Ai Lin   Koh  ","Head of Administration, Head of Investor Relations, Head of Legal, Head of Compliance, Head of Human Resource and Senior Vice President-Finance ",
9858,"cni holdings bhd","Boon Swee   Chew  ","Executive Director, Member of Executive Management Committee, Member of Remuneration Committee, Member of Investment Committee, Member of Investor Relations Committee, Chief Executive Officer of Q-Pack, Director of Exclusive Mark (M) Sdn Bhd and Director of Q-Pack (M) Sdn Bhd ",
9858,"cni holdings bhd","Chin Tai   Cheong  ","Executive Director, Chairman of Risk Management Committee, Chairman of Executive Management Committee, Member of Investment Committee, Member of Investor Relations Committee and Chairman of CNIE ",
9858,"cni holdings bhd","How Loon   Koh  ","Executive Director, Member of Executive Management Committee, Member of Investment Committee, Member of Risk Management Committee and Member of Investor Relations Committee ",
9858,"cni holdings bhd","Sia Swee   Tan  ","Executive Director, Chairman of Investor Relations Committee, Member of Executive Management Committee and Member of Investment Committee",
9868,"CNOOC Ltd (ADR)  ","Hua Zhong","Chief Financial Officer, General Manager of Investor Relations Department and Joint Company Secretary ","Chief Financial Officer, Joint Company Secretary, General Manager (Director) of Investor Relations Department"
9913,"Coca-Cola FEMSA, S.A.B. de C.V. (ADR)  ","Roland Karig",,"Director of Investor Relations"
9914,"coca-cola hbc ag-cdi","Basak   Kotler  ","Investor Relations Director ",
9919,"Cochlear Limited  ","Piers Shervington",,"Senior Corporate Communications Manager, Investor Relations Contact Officer"
9953,"cogitore resources inc","David   Ellis  ","Investor Relations Consultant",
10008,"colorado goldfields inc-a","Brad   Long  ","Director of Investor Relations ",
10131,"Companhia Enrgtca do Ro Grnd do Nrt Csrn  ","Erik da Costa Breyer",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
10140,"Compagnie des Tramways de Rouen SA  ","Emmanuel Fossorier",,"Director of Investor Relations, Director - Permanent Representative of Compagnie du Cambodge"
10142,"Compagnie du Cambodge SA  ","Emmanuel Fossorier","Member of Executive Board","Member of the Management Board, Director of Investor Relations"
10148,"CIR Compagnie Industriali Riunite SpA  ","Michele Cavigioli",,"Group Finance & Investor Relations Director"
10150,"compagnie lebon","Frederique   Dumousset  ","Head of Investor Relations and Head of Financial Communication ",
10156,"Companhia Cacique de Cafe Soluvel  ","Paulo Roberto Ferro",,"Investor Relations and Controlling Officer, Member of the Executive Board"
10162,"Companhia Estadual de Distribuicao  ","Roberto Balau Calazans",,"Chief Financial Officer, Director of Investor Relations"
10164,"Companhia Melhoramentos de Sao Paulo  ","Sergio Sesiki",,"Chief Executive Officer, Investor Relations Officer, Member of the Executive Board"
10165,"Companhia Providencia Industria Comercio  ","Hermino Vicente Smania de Freitas",,"Chief Executive Officer, Chief Financial and Investor Relations Officer, Member of the Executive Board"
10166,"Companhia de Eletricidade do Estad da BC  ","Erik da Costa Breyer",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
10215,"Computer Services, Inc.  ","David L. Simon","Chief Finance Officer, Investor Relations Officer and Treasurer ","Chief Financial Officer, Treasurer"
10240,"Conafi Prestito SpA  ","Salvatore Chiolo",,"Chief Executive Officer of Rencredit Srl, Investor Relations Officer"
10247,"Concentric AB  ","David Bessant","Chief Financial Officer and Head of Investor Relations & Information Technology ","Chief Financial Officer"
10310,"Conquest Resources Limited  ","D. Brett Whitelaw",,"Vice President - Investor Relations, Director"
10361,"Contax Participacoes SA  ","Jose Roberto Beraldo",,"Chief Financial Officer, Director of Investor Relations"
10401,"conwert immobilien invest se","Clemens   Billek  ","Head of Investor Relations and Corporate Communications ",
10456,"Corem Property Group AB  ","Hakan Engstam",,"Deputy Chief Executive Officer, Transaction and Investor Relations (IR) Manager"
10468,"Coca Cola Icecek AS  ","Deniz Can Yucel",,"Investor Relations Manager"
10565,"costain group plc","Catherine   Warbrick  ","Investor Relations Director and Director of Corporate Responsibility",
10576,"Coty Inc  ","Kevin Monaco",,"Senior Vice President - Investor Relations, Treasurer"
10653,"CR2 Empreendimentos Imobiliarios SA  ","Rogerio Furtado Moreira",,"Chairman of the Board, Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
10653,"cr2 empreendimentos imobilia","Rogério Furtado Moreira  ","Chief Executive Officer, Chief Financial Officer, Investor Relations & Technical Officer and Director ",
10724,"Crescent Point Energy Corp  ","Trent Stangl",,"Vice President - Marketing & Investor Relations"
10757,"Croesus Retail Trust  ","Hanako Tokunaga",,"Investor Relations Manager and Financial Controller of Croesus Retail Asset Management Pte. Ltd."
10758,"Croghan Bancshares, Inc.  ","Amy LeJeune",,"Director of Investor Relations"
10792,"Crown Holdings, Inc.  ","Thomas T. Fischer",,"Vice President - Investor Relations and Corporate Affairs."
10839,"csp international fashion gr","Simone   Ruffoni  ","Investor Relations Manager",
10851,"CSU Cardsystem SA  ","Ricardo Jose Ribeiro Leite",,"Chief Financial Officer, Chief Legal and Investor Relations Officer, Member of the Executive Board, Director"
10908,"culturecom hldgs ltd","Eva   Wong  ","Head of Investor Relations and Vice President ",
10938,"CVC Brasil Operadora e Agencia de  ","Luiz Fernando Fogaca",,"Deputy Chief Executive Officer, Chief Financial, Administrative and Investor Relations Officer, Member of the Executive Board"
10976,"Cybercom Group AB  ","Kristina Cato",,"Head of Communications and Investor Relations"
11028,"Cyrela Commercial Properties SA Emp Part  ","Dani Ajbeszyc",,"Finance and Investor Relations Officer, Member of the Executive Board"
11195,"Screen Service Broadcasting Technologies  ","Carla Sora",,"Chief Financial Officer, Director of Investor Relations, Financial Reporting Officer"
11275,"Damaris SA  ","Aramazd Abedi",,"Co-CEO, Head of Finance, Investor Relations and Shareholder Relations, Director"
11278,"Casa Damiani SpA  ","Paola Burzi",,"Investor Relations Officer"
11358,"DATALOGIC SpA  ","Sergio Borgheresi","Group Chief Financial Officer and Head of Investor Relations ","Chief Financial Officer, Investor Realtor"
11439,"DeA Capital SpA  ","Paolo Perrella",,"Director of Investor Relations"
11539,"Delta Drone SA  ","Joel Desmaris",,"Member of the Management Board in Charge of Finance and Investor Relations"
11553,"Delta Plus Group S.A.  ","Arnaud Danel",,"Administrative and Financial Director, Investor Relations Director"
11608,"Homex Development Corp  ","Vania Fueyo Zarain",,"Director of Investor Relations"
11655,"DEXUS Property Group  ","David Yates",,"Executive General Manager - Investor Relations and Communications"
11699,"DHX Media Ltd.  ","David Andrew Regan",,"Executive Vice President - Corporate Development & Investor Relations"
11739,"DiaSorin SpA  ","Riccardo Fava",,"External Relations Director, Head of Investor Relations and Media"
11778,"Digital Bros S.p.A.  ","Stefano Salbe",,"Chief Financial Officer, Financial Reporting Officer, Executive Director, Investor Relations Officer"
11853,"DISA India Ltd.  ","Viraj Naidu","Managing Director, President, Whole Time Director and Member of Shareholders Grievance & Investor Relations Committee ","Managing Director, Executive Director"
11865,"Discovery Laboratories, Inc.  ","William C. Roberts",,"Vice President - Investor Relations and Corporate Communications"
11907,"Djerriwarrh Investments Limited  ","Geoffrey N. Driver",,"General Manager - Business Development and Investor Relations"
11969,"Dogus Otomotiv Servis ve Ticaret A.S.  ","Izzet Berk Cagdas",,"Member of the Executive Board, General Manager - Finance, Budget and Planning, Risk Management, Strategy and Business Development, and Investor Relations"
12001,"Domino's Pizza, Inc.  ","Lynn M. Liddle",,"Executive Vice President - Communications, Investor Relations and Legislative Affairs"
12125,"Dover Corp  ","Paul E. Goldberg",,"Vice President - Investor Relations"
12141,"dq entertainment plc","Rashida   Adenwala  ","Executive Director of Finance & Investor Relations, Executive Director and Member of Audit Committee ",
12199,"ds healthcare group inc","Abner   Silva  ","Consultant and Executive Officer of Investor Relations ",
12225,"Duc SA  ","Sandrine Siefridt",,"Shareholder Relations Manager, Investor Relations Manager"
12229,"duet group","Nicholas   Kuys BComm (Accounting), CA (SA), MBA","General Manager of Operations and Investor Relations ",
12235,"Duke Energy Int Geracao Paranapanema SA  ","Angela Aparecida Seixas",,"Chief Financial and Internal Control Officer, Investor Relations Officer, Member of the Executive Board"
12252,"dune energy inc","Steven J. Craig  ","Senior Vice President of Administration and Investor Relations  ",
12266,"Duratex SA  ","Flavio Marassi Donatelli","Executive Director of Finance & Investor Relations, Director of Corporate Services, Secretary, Member of Executive Board and Chairman of Committee for Disclosure & Trading","Chief Financial Officer, Director of Investor Relations, Member of the Executive Board"
12307,"dynacq healthcare inc","Christina L. Gutel-Williams  ","Head of Investor Relations ",
12328,"Dynaresource Inc  ","Bradford J. Saulter",,"Vice President - Investor Relations"
12417,"East Capital Explorer AB  ","Lena Krauss","Chief Financial Officer and Head of Investor Relations ","Chief Financial Officer"
12514,"echo therapeutics inc","Christine H. Olimpio  ","Director of Investor Relations & Corporate Communications",
12623,"EDP - Energias de Portugal SA  ","Miguel Henriques Viana",,"Director of Investor Relations"
12638,"EEMS Italia SpA  ","Gianluca Fagiolo",,"Director of Investor Relations, Financial Reporting Officer"
12655,"eft holdings inc","Edward   Carter  ","Director of Investor Relations ",
12708,"eisai co ltd-sponsored adr","Ryohei   Yanagi   ","Chief Investor Relation Officer, Deputy Chief Financial Officer, Vice President and Executive Director of IR Department",
12832,"Eletrobras Participacoes SA ELETROPAR  ","Jorge Jose Teles Rodrigues",,"Managing Director, Investor Relations Officer, Member of the Executive Board"
12833,"Eletropaulo Metropolitn Eltrcd Sao Paulo  ","Gustavo Duarte Pimenta",,"Member of the Executive Board, Director of Investor Relations"
12833,"Eletropaulo Metropolitn Eltrcd Sao Paulo  ","Francisco Jose Morandi Lopez",,"Deputy Chief Executive Officer, Director of Investor Relations"
12879,"eloro resources ltd","Salisha   Hosein  ","Director of Investor Relations",
12907,"Emak SpA  ","Andrea La Fata",,"Investor Relations Officer"
12923,"Embraer SA  ","Jose Antonio de Almeida Filippo",,"Executive Vice President - Finance, Director of Investor Relations, IRO"
12923,"embraer sa-spon adr","José Antônio   de Almeida Filippo  ","Executive Vice President of Finance and Investor Relations ",
12946,"emerald oil inc","Mitchell E. Ayer  ","Vice President of Finance & Investor Relations ",
12970,"Eminis Ambalaj Sanayi ve Ticaret AS  ","Ebru Rassa",,"Financial Affairs Manager, Investor Relations Manager"
12998,"Empire Company Limited  ","Stewart H. Mahoney",,"Vice President, Treasury and Investor Relations"
13027,"Empresas ICA SA (ADR)  ","Victor H. Bravo Martin",,"Vice President of Finance and Administration, Director of Investor Relations"
13053,"Encana Corporation  ","D. Ryder McRitchie",,"Vice-President - Investor Relations & Communications"
13110,"Energisa SA  ","Mauricio Perez Botelho",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
13160,"Enerplus Corp  ","Jo-Anne M. Caza",,"Vice President - Corporate & Investor Relations"
13167,"Eneva SA  ","Ricardo Levy",,"Deputy Chief Executive Officer, Director of Investor Relations"
13187,"Eni SpA  ","Francesco Gattei",,"Investor Relations Senior Vice President"
13365,"Equatorial Energia SA  ","Eduardo Haiama",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
13390,"Eratat Lifestyle Limited  ","Kellyn Tan",,"Vice President - Investor Relations"
13434,"Escalade, Inc.  ","Patrick J. Griffin","Vice President of Corporate Development & Investor Relations and Director","Vice President - Corporate Development, Investor Relations, Director"
13438,"esco technologies inc","Kate   Lowrey  ","Director of Investor Relations",
13467,"Esprinet SpA  ","Michele Bertacco","Head of Investor Relations & Communications","Head of Investor Relations and Communications"
13479,"Essential Energy Services Ltd  ","Karen D. Perasalo",,"Vice President - Investor Relations, Corporate Secretary"
13486,"Esso (Thailand) PCL  ","Chan Itthithaworn",,"Manager of Investor Relations, Director"
13489,"Estacio Participacoes SA  ","Virgilio Deloy Capobianco Gibbon",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
13518,"Eternit SA  ","Nelson Pazikas",,"Chief Executive Officer, Chief Financial, Administrative and Investor Relations Officer, Member of the Executive Board"
13547,"EuKedos SpA  ","Fabio Marasi",,"Director of Investor Relations"
13584,"Eurocommercial Properties NV  ","Kate E. Goode",,"Investor Relations Director"
13617,"Eurotech SpA  ","Andrea Barbaro",,"Investor Relations Officer, Group Register Officer"
13697,"evolving gold corp","Rory   Quinn  ","Manager of Investor Relations ",
13928,"Far East Hospitality Trust  ","Chee Wah Sim","Chief Financial Officer and Head of Investor Relations ","Chief Financial Officer, Head of Investor Relations"
13999,"fbr & co","Paul   Beattie  ","Senior Vice President, Assistant Treasurer and Director of Investor Relations ",
14068,"Ferrovia Centro-Atlantica SA  ","Marcello Magistrini Spinelli",,"Chairman of the Board, Chief Executive Officer, Director of Investor Relations, Member of the Executive Board"
14073,"Fertilizantes Heringer SA  ","Rodrigo Bortolini Rezende",,"Chief Financial and Investor Relations Officer, Member of the Executive Board"
14092,"fibrocell science inc","Robert G. Partridge  ","Vice President of Global Marketing, Communications and Investor Relations",
14105,"Fidia  ","Carlos Maidagan","Executive Vice President and Director","Executive Vice President, Director, Investor Relations Manager"
14107,"fiducial office solution","Bertrand   Cote  ","Head of Investor Relations, Head of Shareholder Relations and Director ",
14187,"finmeccanica spa-unspn adr","Raffaella   Luglini  ","Head of Investor Relations and Head of Financial Communications ",
14199,"Fintel Energia Group SpA  ","Tiziano Giovannetti","Chief Executive Officer ","Chief Executive Officer, Director of Investor Relations, Director"
14247,"First Capital SpA  ","Vincenzo Polidoro",,"Chief Executive Officer, Director, Director of Investor Relations"
14267,"first connecticut bancorp","Jennifer H. Daukas  ","Investor Relations Officer, Vice President and Secretary ",
14366,"firstfarms a/s","Betina   Præstiin  ","Investor Relation Manager and Legal Counsel",
14480,"FMC Corp  ","Andrew Sandifer",,"Vice President - Strategic Development, Investor Relations Officer"
14524,"Fonciere des Regions SA  ","Philippe B. R. Le Trung",,"Member of the Executive Committee, Director of Investor Relations and Communication"
14543,"Foot Locker, Inc.  ","John A. Maurer",,"Vice President - Investor Relations, Treasurer"
14641,"Fortune Real Estate Investment Trust  ","Yuen Chun Hung",,"Director - Investment and Investor Relations of the Manager"
14729,"Frasers Commercial Trust  ","Mei ling Wang","Senior Manager of Investor Relations of Frasers Centrepoint Asset Management (Commercial) Ltd - Manager ","Manager � Investor Relations of Frasers Centrepoint Asset Management (Commercial) Ltd"
14740,"freedom bank of virginia","Christine A. Gorman  ","Human Resources, Marketing & Investor Relations Officer, Senior Vice President and Assistant Corporate Secretary ",
14744,"Freehold Royalties Ltd  ","Karen C. Taylor",,"Corporate Secretary, Manager - Investor Relations"
14773,"Frey SA  ","Emmanuel La Fonta","Chief Financial Officer and Investor Relations Officer ","Financial Director"
14844,"fuelcell energy inc","Kurt   Goddard  ","Vice President of Investor Relations ",
14936,"Fujipream Corp  ","Takuji Ohkawa",,"Managing Executive Officer, Director of Administration, Director of Investor Relations and Public Relations"
15037,"FX Energy, Inc.  ","Scott J. Duncan",,"Vice President - Investor Relations, Secretary"
15063,"Gabetti Property Solutions SpA  ","Marco Speretta","Chief Financial Officer","Chief Financial Officer, Chief Operating Officer, Director of Investor Relations, IR Contact Officer"
15072,"Gaec Educacao SA  ","Leonardo Barros Haddad",,"Investor Relations Officer"
15073,"Gafisa SA  ","Andr� Bergstein",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
15074,"GAG Immobilien AG  ","Markus Thiele",,"Director of Investor Relations"
15106,"Galaxy Resources Limited  ","Nicholas Rowley",,"Director - Investor Relations"
15114,"galileo resources plc","Sylvia   Vrska  ","Manager of Corporate/Investor Relations ",
15196,"Companhia Distribuidora Gas Rio Janeiro  ","Jorge Henrique da Silva Baeta",,"Chief Economic-Financial Officer, Investor Relations Officer, Member of the Executive Board"
15198,"Gas Plus SpA  ","Germano Rossi",,"Chief Financial Officer, Financial Reporting Officer, Investor Relations Officer"
15217,"Gaussin SA  ","Christophe Henri Gaussin",,"Chairman of the Board, Chief Executive Officer, Director of Investor Relations"
15271,"Gefran S.p.A.  ","Giovanna Franceschetti",,"Executive Director, Director of Investor Relations"
15334,"General Shopping Brasil SA  ","Alessandro Poli Veronezi",,"Chairman of the Board, Investor Relations Officer, Member of the Executive Board"
15428,"geodex minerals ltd","Erick J. Bertsch  ","Member of Investor Relations Team",
15447,"George Weston Limited  ","Geoffrey H. Wilson",,"Senior Vice President - Financial Control and Investor Relations"
15539,"Gimv NV  ","Frank De Leenheer",,"Investor Relations Manager"
15607,"Global Bioenergies SA  ","Liliane Bronstein",,"Administrative and Financial Director, Investor Relations Officer"
15667,"global links corp","Patrick   Donahoo  ","Investor Relations Director and Manager of Marketing Services",
15717,"Global Yatirim Holding A.S.  ","Cagri Kutlu",,"Treasury Manager, Director of Investor Relations"
15790,"gmp capital inc","Rocco   Colella  ","Director of Investor Relations and Director of Investor Relations - Griffiths McBurney Canada Corp ",
15930,"Golden Star Resources Ltd.  ","Angela Parr",,"Director - Investor Relations and Corporate Affairs"
15968,"goldrea resources corp","Kenneth L. Penkalski  ","Vice President of Corporate and Investor Relations",
16059,"GP Investments Limited  ","Alvaro Lopes da Silva Neto",,"Chief Financial and Investor Relations Officer, Member of the Executive Board"
16059,"gp investments ltd - bdr","Álvaro   Lopes da Silva Neto  ","Chief Financial Officer, Investor Relations Officer and Director ",
16079,"Gran Colombia Gold Corp  ","Roy MacDonald",,"Vice President - Investor Relations"
16176,"Great Plains Energy Incorporated  ","Lori A. Wright",,"Vice President - Investor Relations and Treasurer"
16226,"green energy 4 seasons","Halil   Yuruk  ","Chief Financial Officer and Investor Relations Officer ",
16295,"greentech energy systems","Alvise   Recchi  ","Head of Investor Relations",
16333,"grizzly discoveries inc","Stephen   Smart  ","Investor Relations Consultant",
16352,"Groupe Carnivor SA  ","Aline Da Costa",,"Chief Financial Officer, Head of Investor Relations, Communications, Shareholders Relations, Financial Communication"
16383,"Grupo Aeroportuario del Centro Nort(ADR)  ","Israel Magana Gomez",,"Director of Investor Relations"
16384,"Grupo Aeroportuario del Pacifico (ADR)  ","Miguel Aliaga Gargollo",,"Director of Investor Relations"
16403,"Banco Santander SA  ","Jose Antonio Alvarez",,"Chief Executive Officer, Executive Vice President of Financial Management and Investor Relations"
16464,"gt capital holdi- unspon adr","Jose B. Crisol Jr.","Head of Corporate Communications & Investor Relations and Vice President ",
16568,"GPC Participacoes SA  ","Emilio Salgado Filho",,"Deputy Chief Executive Officer, Investor Relations Officer, Member of the Executive Board"
16598,"Guararapes Confeccoes SA  ","Flavio Gurgel Rocha",,"Deputy Chief Executive Officer, Investor Relations Officer, Member of the Executive Board"
16602,"guardian exploration inc","Gail   Hibbs  ","Manager of Investor Relations and Corporate Affairs ",
16685,"gulf marine services plc","Anne   Toomey  ","Head of Communications and Investor Relations Executive",
16708,"GungHo Online Entertainment Inc  ","Kazuya Sakai","Chief Financial Officer, General Manager of Finance Division, Investor Relations Officer and Director ","Chief Financial Officer, Chief Director of Finance & Accounting, Director"
16749,"gwr global water resources c","Cindy M. Bowers  ","Executive Vice President of Investor Relations",
16758,"H & M Hennes & Mauritz AB  ","Nils Vinge",,"Investor Relations Officer"
16765,"h lundbeck a/s-spn adr","Palle Holm Olesen  ","Chief Specialist of Investor Relations and Vice President of Investor Relations ",
16835,"Halcon Resources Corp  ","Scott M. Zuehlke",,"Vice President - Investor Relations"
16842,"Halk Gayrimenkul Yatirim Ortakligi AS  ","Ugur Guney",,"Director of Investor Relations"
17100,"harte gold corp","David   Ellis  ","Investor Relations Consultant",
17113,"Harvest SA  ","Jean-Michel Dupiot",,"Chief Executive Officer and Member of the Executive Committee, Director and Investor Relations Officer"
17215,"Health Net, Inc.  ","Peter O'Neill",,"Vice President - Investor Relations and Corporate Communications"
17261,"Hecla Mining Company  ","Mike Westerlund",,"Vice President - Investor Relations"
17280,"heidrick & struggles intl","Julie   Creed  ","Vice President of Investor Relations and Director of Workplace Strategies ",
17288,"heineken holding nv","George   Toulantas  ","Director of Investor Relations ",
17297,"Helbor Empreendimentos SA  ","Roberval Lanera Toffoli",,"Chief Financial Officer, Investor Relations Officer, Member of the Executive Board"
17298,"Helen of Troy Limited  ","Vincent D. Carson",,"Chief Legal, Human Resource and Investor Relations Officer"
17322,"Hellenic Telecom Organization S.A. (ADR)  ","Dimitris Tzelepis",,"Head of Investor Relations"
17331,"Hemaraj Land and Development Public Co.  ","Phaophitthaya Samutklin",,"Managing Director of Investor Relations and Planning"
17331,"Hemaraj Land and Development Public Co.  ","Siyaphat Chanthachairot",,"Managing Director of Investor Relations for Residential Business"
17373,"Heng Fai Enterprises Ltd (ADR)  ","Sook Jin Chan",,"Group Investor Relations Director"
17454,"HEXPOL AB  ","Karin Gunnarsson",,"Chief Financial Officer and Investor Relations Manager"
17524,"Highlight Communications AG  ","Ingo Mantzke",,"Member of the Board of Directors, Chief Investor Relations Officer"
17677,"Hkc (Holdings) Ltd (USA)  ","Jake Leong Wong",,"Executive Director, Investor Relations Director"
17694,"HMS Networks AB  ","Gunnar Hogberg",,"Chief Financial Officer, Investor Relations Manager"
17782,"Home Bancshares Inc  ","Brian S. Davis",,"Chief Accounting Officer and Investor Relations Officer"
17981,"HRT Participacoes em Petroleo GDR  ","Guilherme Marques",,"Chief Financial Officer, Director of Investor Relations"
18098,"HudBay Minerals Inc.  ","John Vincic",,"Vice President - Investor Relations and Corporate Communications"
18190,"huntmountain resources ltd","Marc   Lipsker  ","Vice President of Investor Relations",
18203,"Hurriyet Gazetecilik ve Matbaacilik A.S.  ","Inci Tari",,"Financial Control and Investor Relations Director"
18285,"Hypermarcas SA  ","Breno Toledo Pires de Oliveira",,"Investor Relations Officer, Member of the Executive Board"
18452,"Ideiasnet SA  ","Sami Amine Haddad",,"Chief Executive Officer, Investor Relations Officer, Member of the Executive Board"
